title,synopsis,genres,episodes,score,characters
Strange Dawn,"Yuko and Eri are two normal girls who are sucked into the alternate world filled with tiny people. The people of this mysterious world sees them as their ""Great Protectors"" who can protect their land in a time of strife. The two girls set out on a mission with a group of warriors from the village to find out how they were brought here and how might they return home. However, there is a war brewing and these two Great Protectors are the political tool that every faction lusts for to rally the people to their side.
<br><br>
(Source: Anime News Network)","Adventure, Drama, Fantasy",13.0,61,"Yuko Miyabe, Shall, Darl, Princess Alila, Reka, Mani, Eri Natsuno"
tactics,"Ichinomiya Kantarou grew up with the ability to see demons, but was isolated and bullied by others who did not share the same gift. Instead, he became being friends with the demons, gaining a great attachment to their existence. One day, Kantarou was told about the strongest demon, the one known as the ogre-eating Tengu. Amazed by the news of his strength, Kantarou vowed to find this demon who was far stronger then any other, deciding to call him Haruka when he did so. Since this time, Kantarou searched far and wide for the ogre-eating Tengu with no luck, making his living by becoming a folklore writer and demon-buster. On a particularly job, Kantarou had finally found news of a nearby shrine supposedly the place where the ogre-eating Tengu was sealed.","Comedy, Drama, Fantasy, Mystery",25.0,67,"Sugino, Yuri, Raikou Minamoto, Youko, Haruka, Suzu Edogawa, Rosalie, Moo-chan, Reiko, Kantarou Ichinomiya, Ibaragi Doji, Miyabi Suzakuin, Ayame Minamoto"
Tenjou Tenge,"Souchirou Nagi and Bob Makihara are two delinquents who arrive at Toudou Academy with the objective of ruling over the school with their strength. But on their first day, they encountered the Jyuukenbu, a martial arts group of the school. Members of the group, Maya Natsume, her sister Aya, and Masataka Takayanagi easily overpowered Souchirou and Bob. And what's more, due to what was assumed to be their ""connections"" with the Jyuukenbu, the two were attacked by members of the Enforcement Group, which oversees the martial arts groups of the school. Drawn into the personal conflicts between the Jyuukenbu and the Enforcement Group, Souchirou and Bob have no choice but to join up with Maya Natsume's group and to hone their skills to become even stronger.
<br><br>
(Source: Anime News Network)","Action, Drama, Ecchi",24.0,64,"Masataka Takayanagi, Mitsuomi Takayanagi, Masahiro Sanada, Bob Makihara, Souichirou Nagi, Maya Natsume, Aya Natsume, Chiaki Kounoike, Dan Inosato, Bunshichi Tawara, Ishimatsu, Kagesada Sugano, Makiko Nagi, Shin Natsume, Emi Isuzu, Tsutomu Ryuuzaki, Shinobu Kagurazaka, Mana Kuzunoha, Dougen Takayanagi, Wu-Tan, Shiro Tagami, Kaima Natsume, Chiein Fuu, Yoshiki Satou, Furio Suko"
Tokyo Underground,"Under the capital city of Tokyo, Japan, there exists a large, vast, and unknown world known as Underground. There, people known as Elemental Users exist; people who have the ability to control the elements: Fire, Water, Lightning, Magnetism, Freeze, etc. Meet Rumina Asagi and his best friend Ginnosuke Isuzu, two average high school freshmen who reside in Tokyo. When they meets Gravity User, Chelsea Rorec, and the Miko of Life, Ruri Sarasa, their whole life changes into one big adventure.
<br><br>
(Source: Anime News Network)","Action, Adventure, Romance, Sci-Fi",26.0,61,"Rumina Asagi, Ginosuke Isuzu, Shielle Messiah, Reiyon, Tail Ashford, Chelsea Rorec, Ruri Sarasa"
Triangle Heart: Sweet Songs Forever,"Fiasse is a world-renowned singer. She is now the headmistress of a special Singing School who does a Charity World Tour every year. Her mother left behind a inheritance for her after she died and some shady people are after Fiasse and the inheritance. Bring in Ellis, and two siblings who are master of the swords to protect Fiasse. The World Tour is coming up and Fiasse will continue the show. Ellis, Kyoya, Miyuki and company must protect their childhood friend at all costs.
<br><br>
(Source: Anime News Network)","Adventure, Romance",4.0,54,"Griff, Kyouya Takamachi, Misato Mikami, Shinobu Tsukimura, Irene Noa, Nanoha Takamachi, Noel K. Ehrlichkeit, Shirou Takamachi, Ellis McGaren, Miyuki Takamachi, Fiasse Crystela, Momoko Takamachi"
Tsubasa Chronicle,"During an excavation at the mysterious ruins in Clow Country, Syaoran discovers his childhood friend Princess Sakura appear on the site with wings that disperse into many feathers. As the feather's disappear to different dimensions, so does Sakura's memory. In attempts to save Sakura's life and restore her memory, Syaoran travels through to another world to find a solution. There's only one thing left he can do. Travel through to different dimensions to collect Sakura's feathers. Helping out with the quest is Kurogane, an exiled ninja from Japan Country who wishes to return to his world, the runaway magician, Fay, who desires to jump between each world never to return to his own and the white meat-bun shaped creature, Mokona.","Adventure, Fantasy, Romance",26.0,71,"Touya Kinomoto, Ashura-ou, Fai D. Flourite, Ryuu-ou, Arashi Kishu, Sumomo, Chii, Kimihiro Watanuki, Syaoran, Syaoran Li, Sakura, Tomoyo, Yuuko Ichihara, Chun Hyang, Keefer, Caldina, Kotoko, Fei Wong Reed, Oruha, Charme, Xing Huo, Kusanagi Shiyu, Kyle Rondart, Primera, Debonair"
Ultra Maniac,"Hideo Middle School eighth-grader Ayu Tateishi, as a member of the tennis club, is of course a cool girl who is popular among the girls in the school. Actually, she`s an ordinary girl pretending to be cool, because Kachi-kun of the baseball team likes her.<br><br>
She is adored by the transfer student Nina Sakura. Nina actually has a huge secret!? Because she is a young witch who transferred from the magic kingdom. She`s a real witch which a magic computer and a magical treasure box. But this magic always causes big problems!!<br><br>
Now back to the boys. Of course there`s Tetsushi Kachi, the up and coming ace of the baseball team, who is very popular among the girls, and his best friend, the calm and quiet member of the tennis club, Hiroki Tsujiai, and many others.<br><br>
This story is a school love comedy set at Hideo Middle School, starring the cool beauty Ayu, the young witch Nina, the baseball team`s Kachi-kun, and the tennis team`s Tsujiai-kun. Also, there are original characters that Yoshizumi-sensei designed specifically for the anime, so please look forward to it!<br><br>
(Source: AnimeNfo)<br>","Comedy, Romance, Supernatural",26.0,68,"Ayu Tateishi, Kaji Tetsushi, Maya Orihara, Hiroki Tsujiai, Nina Sakura, Nina's Grandfather, Rio, Luna, The Principal, Yuta Kirishima, Jun Kawanakajima, Tamura-sensei, Mikami-sensei, Persocom no Koe, Kyoushi, Onnanoko A, Onnanoko B, Homestay Saki Mama, Sakana-Ya no Tenshuu, Otoko, Onna, Oji-san, Kodomo, Akiho, Satomi"
Tokimeki Fushigi Diary★Ultra Maniac,"Ayu is one of the coolest students at her school. She is smart, studious, sporty and has just the right amount of untouchable quality to make her everyone's friend. Her male counterpart is Kaji: warm, happy, friendly and a member of the baseball club. No wonder Ayu's has a crush on him!
.<br><br>
One day, Ayu sees a new student, Nina, crying; looking for something. After Ayu helps her, Nina decides to show her gratitude with magic. Nina turns out to be a student from the Magic Kingdom and is currently studying aboard at Ayu's school, of all places...<br><br>
(Source: AniDB)
<br><br>
<i>Note: This short story was produced for the Ribon Event in 2002 and features the same happenings that are shown in the manga's first chapter and the later TV anime's episode three. Later bundled on a VHS together with the November 2002 issue of the Ribon magazine, released on October 3, 2002.</i>","Comedy, Romance, Supernatural",1.0,60,"Ayu Tateishi, Kaji Tetsushi, Hiroki Tsujiai, Nina Sakura"
Vandread,"Life sucks for Hibiki. Intergalactic society has broken into civil war between males and females; he's stuck on the assembly line for war mecha, relentlessly teased by his co-workers and unable to pursue his dreams of building his own mecha one day. He finally decides he's had enough though, and attempts to break in and steal a mech for his own purposes; this turns out to be a bad idea, thrusting him into the middle of a fever-pitch space battle that brings him face to face with the enemy and launches him into an adventure that will change his mundane life forever. <br><br>
(Source: AnimeNfo)","Action, Comedy, Mecha, Romance, Sci-Fi",13.0,67,"Bart Garsus, Duelo McFile, Buzam A. Calessa, Meia Gisborn, Ezra Vieil, Jura Basil Elden, Parfet Balblair, Paiway Underberg, Barnette Orangello, Hibiki Tokai, Dita Liebely, Rabat, Pyoro, Gascogne Rheingau, Magno Vivian"
Vandread: the second stage,"Though Hibiki and crew defeated a super-huge battleship of the earth in the last of the first stage, they noticed five battleships further aiming at Mejeiru and Tarahk. And, crew of NIRVANA learnt Tarahk and Mejeiru which were their home had been faced to the crisis of Karitori (reaping). Travel to their home is speed up so that they may inform of the crisis. On the way, current information of the earth having been brought by girl Misty who had come to travel with them was worse than they can imagine. Hibiki and crew noticed a true fight was in the future. VANDREAD is finally changed into final system by the attack of the enemy who becomes violent more and more. Can they save their home? And, what happens to the relations between Hibiki and Dita?<br><br>
(Source: AnimeNfo)","Action, Comedy, Mecha, Romance, Sci-Fi",13.0,70,"Bart Garsus, Duelo McFile, Buzam A. Calessa, Ezra Vieil, Jura Basil Elden, Parfet Balblair, Meia Gisborn, Paiway Underberg, Barnette Orangello, Hibiki Tokai, Dita Liebely, Rabat, Pyoro, Gascogne Rheingau, Misty Cornwell, Magno Vivian"
Tenkuu no Escaflowne,"High school student Hitomi is transported from Earth to the magical world of Gaea, where she meets boy prince Van Fanel, and is caught up in his quest to unite the countries of Gaea against the ominous Zaibach empire. On the way, she discovers an hidden ability and strives to unravel layers of mystery surrounding Van, his past, and the giant machine known as Escaflowne. <br><br>
(Source: Anime News Network)","Adventure, Fantasy, Mecha, Romance",26.0,73,"Van Fanel, Allen Schezar, Dilandau Albatou, Chid Ouji, Chesta, Hitomi Kanzaki, Folken Fanel, Merle, Dryden Fassa, Gaddes, Millerna Sara Aston, Naria, Varie Fanel, Zongi, Jajuka, Balgus Ganesha, Mogura Otoko, Eriya, Dornkirk, Shikikan, Plaktu"
Whistle!,"Kazamatsuri Shou's dream has always been to become a professional soccer player, but he has one problem: he's not very good at the game. He was accepted to the prestigious Musashi no Mori Junior High, known for its top rate soccer team, but he was never able to rise beyond the rank of third stringer. After transferring to Sakura Jousui Junior High, he can finally play soccer. And, with the support of his new friends and teammates, his strong determination, and lots of hard work, his soccer skills are developing rapidly and setting Shou well on his way to achieving his dream.
<br><br>
(Source: Anime News Network)",Sports,39.0,68,"Tsubasa Shiina, Miyuki Sakurai, Kou Kazamatsuri, Shigeki Satou, Katsurou Shibusawa, Yuki Kojima, Akira Saionji, Daichi Fuwa, Tatsuya Mizuno, Seiji Fujishiro, Teppei Koiwa, Soujuu Matsushita, Takashi Narumi, Shigeru Mamiya, Yuuto Wakana, Taki Sugihara, Naoki Inoue, Ryouichi Tenjou, Souichirou Kirihara, Shou Kazamatsuri, Kazuma Sanada, Eishi Kaku, Masato Takai, Masaki Kurogawa, Tougo Amemiya"
Xenosaga: THE ANIMATION,"The year is T.C. 4767. Four thousand years have passed since humanity abandoned its birthplace, the planet Earth. Beset by the hostile alien Gnosis, mankind is now scrambling to find ways to defeat this threat to their existence. The development of KOS-MOS (a specialized android with amazing capabilities) by Vector engineer Shion Uzuki was one response to the threat. But when their ship is destroyed by the Gnosis, Shion and her companions find themselves thrust into the middle of a battle with no clear sides...<br><br>
(Source: Anime-Planet)","Action, Mecha, Sci-Fi",12.0,58,"Albedo Piazzolla, chaos, Wilhelm, Juli Mizrahi, KOS-MOS, Jin Uzuki, Gaignun Kukai Jr., Mary Godwin, Shelly Godwin, Luis Virgil, Febronia, Matthews, Nephilim, MOMO Mizrahi, Gaignun Kukai, Shion Uzuki, Pellegri, Joachim Mizrahi, Ziggurat-8, 99 Series Obversational Realian model"
Initial D,"High school student Takumi Fujiwara works as a gas station attendant during the day and a delivery boy for his father's tofu shop early in the morning. Little does he know that his precise driving skills and his father's modified Toyota Sprinter AE86 Trueno make him the best amateur road racer on Mt. Akina's highway. Because of this, racing groups from all over the Gunma prefecture issue challenges to Takumi to see if he really has what it takes to be a road legend.<br><br>
(Source: Anime News Network)","Action, Drama, Sports",26.0,82,"Keisuke Takahashi, Papa, Natsuki Mogi, Kouichirou Iketani, Takumi Fujiwara, Shingo Shouji, Kenji, Sayuki, Ryousuke Takahashi, Mako Satou, Kenta Nakamura, Yuuichi Tachibana, Takeshi Nakazato, Saori, Bunta Fujiwara, Itsuki Takeuchi, Hiroshi Fumihiro, Hiromichi, Miki, Shouichi, Narrator, Akio, Keiichi Tsuchiya, Masahiko, Jouhou-buchou"
Initial D SECOND STAGE,"Following his victory over RedSuns leader Ryosuke Takahashi, AE86 driver Takumi Fujiwara is challenged by the Lancer EVO-based ""Emperor,"" a group known for taking decals of racing teams they defeat, cutting them up and placing them on their cars like a fighter plane kill board. Takumi's undefeated streak is on the line as his AE86 is virtually no match against the more powerful and more agile four-wheel-drive EVOs of the Emperor team. <br><br>
(Source: Anime News Network)","Action, Drama, Sports",13.0,80,"Keisuke Takahashi, Natsuki Mogi, Kouichirou Iketani, Takumi Fujiwara, Shingo Shouji, Kenji, Ryousuke Takahashi, Kenta Nakamura, Yuuichi Tachibana, Kyouichi Sudou, Takeshi Nakazato, Wataru Akiyama, Bunta Fujiwara, Itsuki Takeuchi, Papa, Seiji Iwaki, Kazumi Akiyama, Narrator, Masashi Suzuki, Tsukamoto, Hiroshi Fumihiro"
Initial D THIRD STAGE,"Takumi is approached by RedSuns leader Ryosuke Takahashi and offered to join him in forming a professional racing team. Before coming up with an answer to the proposal, Takumi seeks retribution by issuing a rematch to Emperor leader Kyouichi Sudou, who previously defeated him due to an engine failure. He is also challenged by Kai Kogashiwa, a second-generation street racer whose father was once a fierce rival of Takumi's father Bunta. <br>","Action, Drama, Romance, Sports",1.0,78,"Keisuke Takahashi, Natsuki Mogi, Takumi Fujiwara, Seiji Iwaki, Shingo Shouji, Kai Kogashiwa, Kouichirou Iketani, Kenji, Ryousuke Takahashi, Miki, Kenta Nakamura, Yuuichi Tachibana, Kyouichi Sudou, Takeshi Nakazato, Bunta Fujiwara, Itsuki Takeuchi, Ken Kogashiwa, Sayuki, Mako Satou, Hiroshi Fumihiro, Papa, Shuichi Matsumoto"
Gosenzo San'e,"Masquerade is the story surrounding the Hiraga bloodline in which Gen is a part of. Recently orphaned, he moves in to his grandmother's house and unwittingly triggers the Hiraga clan's curse in which nearly every member leads a tragically short life. In his grandmother's house, Gen begins to unravel vaguely remembered memories from a dream he's always had. With the help of an American graduate student, they try to uncover the secret of the Hiraga bloodline, the whispered legend of immortality that is locked in his genes, and a way to keep Gen from sharing the same fate that every one of his ancestors before him has suffered.
<br><br>
(Source: Anime News Network)","Comedy, Hentai, Mystery, Supernatural",4.0,54,
Love Hina,"Keitaro Urashima promised a girl when he was young that they would meet up again at Tokyo University in the future. Sadly, in the National Practice Exam, Keitaro ranked 27th from the bottom. Knowing his grandmother owned a hotel, Keitaro intended to stay there while continuing his studies for Tokyo U, only to find out the hotel had long been transformed into an all-girls dormitory. Through an odd twist of fate, Keitaro eventually became the manager of the dorm, beginning his life of living with 5 other girls.","Comedy, Ecchi, Romance, Slice of Life",24.0,66,"Mutsumi Otohime, Masayuki Haitani, Haruka Urashima, Akiko Taichi, Naru Narusegawa, Kaolla Suu, Amalla Suu, Keitarou Urashima, Lamba Luu, Keisuke Urashima, Motoko Aoyama, Kentarou Sakata, Yashuhara Maehara, Tsuruko Aoyama, Seta Noriyasu, Mitsune Konno, Mei Narusegawa, Shinobu no Haha, Moé, Shinobu Maehara, Sarah McDougal, Hinata Urashima, Kimiaki Shirai, Tamago Onsen, Sachiyo Matsumoto"
Love Hina Again,"Keitaro needs some time to evaluate himself and his goals, so he goes onto a trip with Seta to attempt the life of an archaeologist. However, not all is safe at the Hinata Inn while he is gone. A woman claiming to be Keitaro's sister comes and claims right to being the manager of the inn. Life gets complicated when Keitaro returns, and attempts to deal with his sister of yesteryear.<br><br>(Source: Anime News Network)","Comedy, Drama, Romance",3.0,67,"Mutsumi Otohime, Haruka Urashima, Naru Narusegawa, Keitarou Urashima, Kuro, Motoko Aoyama, Kanako Urashima, Kentarou Sakata, Mitsune Konno, Masayuki Haitani, Mei Narusegawa, Kaolla Suu, Moé, Shinobu Maehara, Sarah McDougal, Kimiaki Shirai, Tamago Onsen, Seta Noriyasu"
Love Hina Christmas Special: Silent Eve,"As another round of preliminary tests approach for Keitaro, so does Christmas. And as the first Christmas of the millenium, there is a rumor that if one confesses his love on this special eve it will come true. Keitaro has decided what he needs to do on this Christmas eve, but being a retaker can he afford taking attention away from the tests on the same day...<br>
The Winter has begun in Hinata. X-mas is coming up. There are rumors about this special christmas eve: If someone is going to confess his love on this christmas eve, any wish will come true. Keitaro decides to confess his love to Naru. But he isn't the only one confessing on this christmas eve...
<br><br>
(Source: Anime News Network)","Comedy, Romance, Slice of Life",1.0,68,"Mutsumi Otohime, Akiko Taichi, Naru Narusegawa, Keitarou Urashima, Motoko Aoyama, Yashuhara Maehara, Mitsune Konno, Kaolla Suu, Shinobu Maehara, Sarah McDougal, Ken Akamatsu, Kimiaki Shirai, Kentarou Sakata, Masayuki Haitani, Haruka Urashima, Kikuko Onoue, Mei Narusegawa, Seta Noriyasu, Sachiyo Matsumoto, Tamago Onsen, Emi Ichikawa"
Love Hina: Haru Special - Kimi Sakura Chiru Nakare!!,"The tests have come, and Keitaro can only hope to succeed. However, in the final stretch, he fails miserably and daydreams through the test. Assuming that he has failed, he runs away, so the rest of the cast hunts him down on a remote desert island to bring him back.<br>
The Toudai entrance exams have finally come (again) for Keitaro. With all his confidence Keitaro sits for the paper, but ends up falling asleep and dreaming about Narusegawa. Waking up with barely any time to complete the paper, Keitaro thinks he will fail the paper and tries to escape from Hinata Lodge and forget all the memories with it. By a stroke of luck he meets Seta, but ends up in a faraway island with the whole cast trying to look for him.
<br><br>
(Source: Anime News Network)","Adventure, Comedy, Romance",1.0,67,"Mutsumi Otohime, Naru Narusegawa, Keitarou Urashima, Nyamo Naamo, Motoko Aoyama, Kaolla Suu, Shinobu Maehara, Sachiyo Matsumoto, Sarah McDougal, Ken Akamatsu, Kimiaki Shirai, Mitsune Konno, Haruka Urashima, Seta Noriyasu, Emi Ichikawa, Mei Narusegawa, Kentarou Sakata, Masayuki Haitani, Kikuko Onoue"
Maburaho,"His name is Kazuki Shikimori, 17 years old. He attends Aoi Academy, a school for elite magicians. Each magician has a set limit of spells, and performing more spells than the limit allows will cause the user to turn into dust. In this case, the number of magic Kazuki can use is far below the average in his school. Then one day, all of a sudden, three girls: Yuuna Miyama, Kuriko Kazetsubaki and Rin Kamishiro, appear before him. But of all the things that they are after, it is his genes. And for Kazuki, the girls' appearances may also spell his doom, as he soon realizes that his magic count is decreasing ever steadily due to the fact that he can't resist using magic to help them.
<br><br>
(Source: Anime News Network)","Comedy, Drama, Ecchi, Romance",24.0,61,"Chihaya Yamase, Haruaki Akai, Kuriko Kazetsubaki, Kazumi Matsuda, Sayumi Morisaki, Raika Naruo, Shino Akai, Elizabeth, Yuna Miyama, Rin Kamishiro, Kaori Iba, Kazuki Shikimori, Yukihiko Nakamaru, Mitsuhiro Uki, Karei Hirosaki, Takashi Yamaguchi"
Macross Zero,"Taking place one year before the Zentraedi arrive on Earth, Macross Zero chronicles the final days of the war between the U.N. Spacy and anti-U.N. factions. After being shot down by the anti-U.N.'s newest fighter plane, ace pilot Shin Kudo finds himself on the remote island of Mayan, where technology is almost non-existent. While Shin stays on the island to heal his wounds, the tranqulity of the island is shattered by a battle that involves the UN's newest fighter - the VF-0.
<br><br>
(Source: Anime News Network)","Action, Adventure, Drama, Mecha, Romance, Sci-Fi",5.0,70,"Shin Kudou, Nora Polyansky, Katie, Sara Nome, Aries Turner, Mao Nome, Roy Focker, D.D. Ivanov"
Onegai☆Teacher,"Kusanagi Kei, a high-school student living with his aunt and uncle, has an encounter with a female alien. This alien is revealed to be a new teacher at his school. Later, he is forced to marry this alien to preserve her secrets. From there, various romantically-inclined problems crop up repeatedly. <br><br>
(Source: Anime News Network)","Comedy, Drama, Romance, Sci-Fi",12.0,66,"Masami Yamada, Koishi Herikawa, Ichigo Morino, Kei Kusanagi, Hatsuho Kazami, Kozue Kusanagi, Miruru, Kaede Misumi, Mizuho Kazami, Hyousuke Magumo, Marie, Minoru Edajima, Maho Kazami, Konoha Edajima, Matagu Shidou"
Onegai☆Twins,"Maiku Kamishiro's past has always been somewhat of a mystery to him. The only clue he has to who is family might be is an old photograph showing two young children, a boy and a girl, playing in a small pool outside of a blue house. In an attempt to find his family, he moves to this blue house and begins working as a programmer. He's living a comfortable life until the day two very different girls show up at his door, both in possession of the same photograph, and both claiming to be his twin. With no way to prove who is a relative and who is a stranger, Maiku allows both girls to move in with him until they know for sure. <br><br>
(Source: Anime News Network)","Comedy, Drama, Romance",12.0,63,"Kousei Shimazaki, Maiku Kamishiro, Koishi Herikawa, Ichigo Morino, Kei Kusanagi, Miina Miyafuji, Karen Onodera, Kaede Misumi, Yuuka Yashiro, Tsubaki Oribe, Mizuho Kazami, Marie, Haruko Shidou, Matagu Shidou"
Rizelmine,"Iwaki Tomonori is an average 15-year-old boy who likes older women. He happens to have a crush on his teacher, but soon thereafter, learns she has become engaged. He heads home brokenhearted, only to find a 12-year-old girl named Rizel at his home, who he learns the Japanese government has married him to against his will. Furthermore, he learns Rizel is no ordinary girl; she is a biochemically engineered human, and her creators (her ""papa""s, as they are often referred to) promise to waive multiple bills of Iwaki's parents in exchange to be allowed to stay at their house, and thus Iwaki's life with Rizel begins.","Comedy, Ecchi, Romance, Sci-Fi",24.0,59,"Rizel Iwaki, Lux Iwaki, Lan Lan Iwaki, Lobelia Iwaki, Rachel Iwaki, Kyouko Yachigusa, Tomonori Iwaki, Aoi Seimoto, Ryuunosuke Hououin, Natsumi Ihata, Papa A, Papa B, Papa C, Mariko Iwaki, Kenji Iwaki, Saki"
Speed Grapher,"Ten years after the Bubble War, the dichotomy between the rich and the poor in the world becomes more prominent and Japan is no exception. The rich seek to satisfy their desires and derive pleasure for themselves, and Tokyo has materialized into such a city as a result. Saiga, once a war photographer, works for Hibara Ginza in the capitalist state of Tokyo. He infiltrates the Roppongi Club, a secretive base located in the red light district of the city, to collect information about them. However, he was caught in the process and brought forward to a girl called Kagura who was in the midst of a ritual. His contact with Kagura awakens his special ability: the power to make things explode when photographed. In order to unravel the mystery behind the Roppongi Club and Kagura, Saiga begins his solitary battle.","Action, Drama, Ecchi, Mystery, Psychological, Supernatural",24.0,68,"Chouji Suitengu, Nishiya, Hibari Ginza, Bob, Genba Ryougoku, Ran Yurigaoka, Kagura Tennouzu, Katsuya Shirogane, Miharu Tsurumaki, Tsujidou, Kamiya-souri, Ekoda, Tatsumi Saiga, Kaoru Koganei, Seijirou Togoshi, Toshiki Mizunokuchi, Shinsen Tennouzu, Ginji Niihari, Kanda, Wakaba, Shiina, Makabe, Seiji Ochiai"
Sen to Chihiro no Kamikakushi,"On the way to their new home, 10-year-old Chihiro Ogino's family stumbles upon a deserted theme park. Intrigued, the family investigates the park, though unbeknownst to them, it is secretly inhabited by spirits who sleep by day and appear at night. When Chihiro's mother and father eat food from a restaurant in the street, angry spirits turn them into pigs. Furthermore, a wide sea has appeared between the spirit world and the human one, trapping Chihiro, the sole human, in a land of spirits. Luckily for her though, a mysterious boy named Haku appears, claiming to know her from the past. Under his instructions, Chihiro secures a job in the bathhouse where Haku works. With only her courage and some new found friends to aid her, Chihiro embarks on a journey to turn her parents back to their original forms and return home.
","Adventure, Drama, Fantasy, Supernatural",1.0,86,"Haku, Chihiro Ogino, Yubaba, Zeniba, Bou, Kaonashi, Akio Ogino, Yuuko Ogino, Kamajii, Rin, Kashira, Makkuro-Kurosuke, Ootori-sama, Oshira-sama, Kawa no Kami, Aogaeru"
Tenshi na Konamaiki,"Megumi-chan is a girl with a secret past. She used to be a boy until she met a person she thought was a magic user. This person gave him/her a magical book from which a genie appears to grant one wish when blood is applied to it. Megumi made the wish to be a man in a man's body but the genie has a twist: he grants wishes backwards so he turns Megumi-kun aged 9 to Megumi-chan. Years pass and Megumi enters High School where she immediately beats up the school bully who of course falls in love with her. She is looking for that book again to be able to reverse the spell placed upon her.<br><br>
(Source: Anime News Network)","Comedy, Romance, Supernatural",50.0,69,"Megumi Amatsuka, Tasuke Yasuda, Genzou Soga, Pierre, Takao Gakusan, Bandou, Hitomonji Kobayashi, Roku Kimura, Yanagisawa, Hosoi, Megumi no Chichi, Takami, Keiko Tanaka, Aota, Yoshimi Shirasagi, Peter, Yuusuke Yasuda, Ichirou Fujiki, Chie, Miki Hanakain, Sofu Kobayashi, Mahoutsukai, Murakami, Kouchou, Kappa"
Denei Shoujo VIDEO GIRL AI,"When Yohta is told by the girl he likes, Moemi, that she likes someone else, he rents a video girl tape from a strange video rental shop. When he plays the tape at home, Video Girl Ai emerges from the screen to help him win Moemi's love. But Yohta's VCR had been malfunctioning and now Ai's personality isn't quite what it was designed to be. <br><br>
(Source: AniDB)","Comedy, Drama, Ecchi, Romance",6.0,69,"Ai Amano, Youta Moteuchi, Moemi Hayakawa, Takashi Niimai, Gokuraku no Aruji, Rolex"
Wolf's Rain,"In some distant future, it's common knowledge that all wolves have been extinct for 200 years. However, it seems this is false as wolves have not disappeared but rather have taken human form. Kiba, a lone wolf, wanders into a city, trying to sniff out the Lunar Flowers that are supposed to lead whoever follows the scent to paradise. The source of the smell is Cheza, a girl who sleeps in what appears to be suspended animation in a lab. She and the wolves are drawn to each other, and Kiba hopes to find paradise once he finds the source of the scent of Lunar Flowers. However, once Kiba finds Cheza, she is kidnapped by a mysterious person called Darcia, and his search begins anew. Before he leaves the city, he meets 3 other wolves, Tsume, Hige and Toboe. All four wolves have very different personalities and ideas, and their friendliness towards each other is a little rough around the edges. However, they soon band together to continue to search for paradise. <br><br>
(Source: Anime News Network)","Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",26.0,74,"Kiba, Darcia III, Tsume, Fukurou, Darcia I, Leara, Harmona, Jagara, Cheza, Iyek, Toboe, Cher Degre, Quent Yaiden, Hige, Zali, Blue, Rou Ookami, Cole, Hubb Lebowski, Myuu, Neige, Moss, Dakkan-tai Taichou, Bartender, Hebitsukai-onna"
Words Worth,"Based on the erotic game by Elf.<br>
<br>
The legend has survived for generation. The Words Worth tablet, which will unlock the secrets of the Universe for the one who can decipher it, has been shattered. The warring tribes of Light and Shadow blame each other, and their accusations lead to all out war!<br>
<br>
Astral, the undisciplined heir to the throne of the Shadow Forces, lusts for his bride-to-be, Sharon. But Sharon, an accomplished warrior herself, feels her body drawn toward Caesar, the Shadow Tribe`s bravest swordsman.<br>
<br>
Sharon battles alongside Caesar during an assault by the Light Forces, and her ferocious beauty captivates Sir Fabris, the leader of the Tribe of Light. Fabris` army loses the battle, but he vows that he will one day get Sharon into his bed, the hard way, if necessary.<br>
<br>
Meanwhile, Astral takes his sexual frustrations out on Maria, a Light Tribe sorceress who has been taken captive. As Astral penetrates Maria, Sir Fabris prepares to launch a penetration of his own: a full-scale attack on the Tribe of Shadow!<br>
<br>
(Source: AnimeNfo)","Adventure, Fantasy, Hentai",5.0,57,"Astral, King Fabris, Sharon, Mew, Nina, Delta, Hide, Maria, Stallion, Rita, Kaiser, Wortoshika, Karta, Ariadne, Menza, Tessio, Silvanna"
Yumeria,"On his 16th birthday, Tomokazu Mikuri had a realistic dream where he sees a girl battling a giant floating monstrosity. When he wakes up, he is surprised that the girl is actually sleeping next to him... Whenever he sleeps from now on, he ends up back at the dream world, and more and more people that he knows keep showing up there too. He finds out from a mysterious masked woman in the dream world named Silk that they are fighting against one named Faydoom, and he is the one who provides the powers to those girls so that they can fight these monsters. And so it goes...<br><br>
(Source: Anime News Network)","Action, Comedy, Ecchi",12.0,55,"Mizuki Agatsuma, Tomokazu Mikuri, Neneko, Nanase Senjou, Kuyou Senjou, Mister Ishikari, Mone, Neito, Head of the Family, Tomoko Mikuri"
